titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion,url_portada
San Andreas,Alistair MacLean,Bélico; Novela,,"El San Andreas , buque hospital, navega con las cruces rojas visibles para garantizar su protección ante el enemigo. La tripulación del buque confía en que con tal distintivo estará a salvo de los submarinos alemanes. Sin embargo, las luces indicadoras se apagan repentinamente una hora antes del amanecer. No es un corte de energía, como a menudo acostumbraba a suceder en unas aguas plagadas de tensiones y alarmas. Esta vez se trataba de algo realmente grave: un premeditado acto de sabotaje. El buque hospital permanece sin la garantía de inmunidad de sus distintivos protectores en una zona infestada de submarinos enemigos, prestos a abalanzarse sobre una víctima prácticamente indefensa. Y el saboteador a bordo utiliza un transmisor para orientar al enemigo. A partir de este momento comienza una vertiginosa sucesión de extraños acontecimientos, que desembocarán en una acción trepidante.",https://ww3.lectulandia.com/book/san-andreas/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Alistair%20MacLean/San%20Andreas%20(13)/small.jpg
Misión Odín,James Holland,Bélico; Intriga; Novela,,"Un grupo de soldados británicos liderados por el sargento Jack Tanner deben proteger un valioso secreto durante la segunda guerra mundial Abril de 1940. La Alemania nazi ha invadido a la neutral Noruega. Tres oficiales de la Guardia del Rey huyen del brutal avance Blitzkrieg hacia el norte. Tienen una misión de vital importancia: sacar de Oslo al científico Hening Sandvold y conducirlo hasta la seguridad de las líneas aliadas. La única fuerza militar que se interponen entre los nazis y la victoria final son las pobremente equipadas y poco preparadas tropas de la Brigada 148. Entre ellas se encuentra el sargento Jack Tanner, que ha regresado recientemente de Oriente Medio para unirse al tercer batallón de los King´s Own Yorkshire Rangers . Pero debido a la retirada de los británicos desde Lillehammer, el sargento Tanner y su patrulla se encuentran aislados en las montañas. Mientras luchan por reunirse con su unidad, tropiezan con Sandvold y sus protectores. Con los alemanes siguiéndoles a cada movimiento, Tanner tendrá que ser más astuto que sus perseguidores y sacar lo mejor de sus propios hombres. Cuando los aliados fracasan queda claro que el pequeño grupo de fugitivos no puede contar con nadie, salvo ellos mismos. Aunque Tanner sabe que no pueden fallar. Ha descubierto que Sandvold tiene en su poder un secreto de vital importancia, algo que podría cambiar el curso de la guerra.",https://ww3.lectulandia.com/book/mision-odin/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/James%20Holland/Mision%20Odin%20(1)/small.jpg
Los colores de la guerra,Juan Carlos Gómez Arce,Bélico; Histórico; Intriga; Novela,,"Figueras, 1939. Los cuadros del Museo del Prado están a punto de desaparecer en los bombardeos de la guerra civil. El gobierno republicano, agonizante y sin recursos, tiene que adoptar una decisión dramática: elegir entre la evacuación de las obras de arte y la protección de las vidas. La deserción de una enfermera republicana, entre los miles de fugitivos que cruzaron la frontera francesa, precisamente en el justo momento en que comienza el traslado de los cuadros, es el principio de una historia de amor y espionaje que lleva la intriga a diversas ciudades europeas. Las obras de arte del Museo del Prado permanecían escondidas en depósitos subterráneos, amenazadas por la guerra, en un palmo de tierra de Cataluña. En una gesta histórica sin precedentes, el gobierno republicano evacuó las pinturas en el último minuto, salvándolas de una destrucción segura. El destino que el gobierno de la República quiere dar a uno de los cuadros en el mercado clandestino del arte y el robo de una pintura de Velázquez componen el soporte argumental de una novela trazada con brillante imaginación y respeto a los hechos históricos. Esta ficción, que da vida literaria a los verdaderos protagonistas de la evacuación del museo, nos permite un nuevo acercamiento a un conflicto del que seguimos siendo herederos. Una novela que atrapa al lector desde la primera página.",https://ww3.lectulandia.com/book/los-colores-de-la-guerra/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Juan%20Carlos%20Arce%20Gomez/Los%20colores%20de%20la%20guerra%20(1)/small.jpg
Proyecto Moisés,Iñaki Biggi,Bélico; Intriga; Novela,,"Atrincherados en la llamada muralla del Atlántico, las tropas nazis esperan la inminente invasión aliada. En Inglaterra se prepara la mayor armada que ha conocido el mundo, hombres y máquinas se reúnen en una cantidad nunca vista. En ese inicio del verano de 1944, un profesor español, exiliado tras combatir en el bando republicano, avisa de que los alemanes poseen una nueva y terrorífica arma; una arma devastadora, cuyo creador, un científico judío, asegura que puede acabar con una sola explosión con todas las tropas acantonadas al sur de Inglaterra. El Alto Mando aliado se muestra escéptico. Pero no es momento de correr riesgos innecesarios y, ante la remota posibilidad, Winston Churchill organiza una misión de comandos. Dirigida por un atípico coronel estadounidense, y formada por hombres desahuciados, deberá adentrarse en la Alemania nazi y encontrar y acabar con la amenaza del físico judío y su bomba. El Día D se acerca, y nada ni nadie debe advertir el planeado asalto final a la fortaleza europea de Adolf Hitler.",https://ww3.lectulandia.com/book/proyecto-moises/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Inaki%20Biggi/Proyecto%20Moises%20(4)/small.jpg
Ocho hacia la eternidad,Cecil Roberts,Bélico; Novela; Realista,,"La obra de Cecil Roberts entronca en las fórmulas más características de la narrativa británica de entreguerras. Cosmopolita, irónico, hábil observador de la alta burguesía inglesa, Roberts reflejó un mundo y una escala de valores que definían la Inglaterra de los años veinte. Estación Victoria a las 4,30 , su primer gran éxito, supuso un logrado intento de adaptar a la novela tradicional las técnicas de montaje popularizadas por la narrativa norteamericana de la “Generación Perdida"". Ocho hacia la eternidad es también una novela de personaje colectivo. Ocho hombres entrecruzan sus vidas en torno a la vieja abadía de Monte Cassino, ocho personajes perfectamente definidos, diversos, contradictorios, vinculados por un encuentro casual o por su dramática andadura hacia la muerte.",https://ww3.lectulandia.com/book/ocho-hacia-la-eternidad/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Cecil%20Roberts/Ocho%20hacia%20la%20eternidad%20(3)/small.jpg
Vuelo nocturno a París,David Gilman,Bélico; Intriga; Novela,,"Corre el año 1943. La esvástica sobrevuela París desde lo alto de la torre Eiffel. Soldados vestidos de gris patrullan las calles. Los edificios han sido renombrados; los libros, prohibidos; el arte, robado... y la gente desaparece. En realidad, la capital francesa está en guerra consigo misma. Informadores, maquis, colaboradores y resistentes se vigilan entre ellos tanto como a los alemanes. Y estos útlimos son los primeros traidores: La Gestapo y la Abwehr están enfrascadas en su propia batalla interna para liderar la invasión. Entretanto, el Ejecutivo de Operaciones Especiales de Gran Bretaña trata de averiguar qué ha ocurrido con la célula enviada a la ciudad y, para ello, reclutan a Harry Mitchell, que se ve obligado a volver a la ciudad de la que huyó hace dos años, dejando atrás a su mujer y a su hija. Mitchell sabe que París está ocupada y que cada paso que lo acerca a ella es un paso más cerca de una trampa segura. Conoce los riesgos, pero tiene buenas razones para arriesgar la vida. Aun así, regresar a París es una sentencia de muerte.",https://ww3.lectulandia.com/book/vuelo-nocturno-a-paris/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/David%20Gilman/Vuelo%20nocturno%20a%20Paris%20(5)/small.jpg
Los cazadores,James Salter,Bélico; Novela,,"Famoso por su prosa depurada, sus palabras precisas y sus silencios expresivos, que alcanzan elevadas cotas de fulgor en novelas imperecederas como Años luz o Todo lo que hay, James Salter es sin duda uno de los grandes escritores estadounidenses. Militar de profesión, abandonó pronto el ejército para dedicarse a su carrera literaria, que inició con Los cazadores , publicada por entregas en 1956 y revisada con escrupulosidad por el propio autor casi medio siglo después de su aparición. Una novela que alberga las vivencias de los tres años de Salter como piloto de combate en la guerra de Corea y contiene algunas de las páginas más eminentes jamás escritas sobre la experiencia de volar. A su llegada a la base aérea de Kimpo, el capitán Cleve Connell se hace la firme promesa de acceder a la élite de los pilotos de combate que han derribado más de cinco cazas coreanos. Sin embargo, en paralelo a la fiera contienda aérea se desarrolla un solapado conflicto en tierra entre los propios aviadores, mientras los sucesivos fracasos de Connell contrastan con los éxitos de sus colegas y ponen en entredicho su destreza y valor. Hasta que un día, suspendido en la inmensidad del cosmos sobre el río Yalu y consciente de su insignificancia, Connell comprende por fin que sólo alcanza el triunfo quien es capaz de identificar a su enemigo y vencerlo, sea cual sea su bando. Incluso si ese rival es uno mismo. Comparado con Antoine de Saint-Exupéry por las escenas de combate en los cielos, Salter trasciende con creces el género bélico gracias a los símiles entre las luminosas descripciones del paisaje y la tensión emocional de los protagonistas; y convierte así esta travesía por el alma de Cleve Connell en una extraordinaria variación del deseo de gloria enfrentado al espejo de la muerte.",https://ww3.lectulandia.com/book/los-cazadores/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/James%20Salter/Los%20cazadores%20(7)/small.jpg
Morir de azul,Ramón Peñacoba,Bélico; Novela,,"«El infierno no es rojo y de fuego; es blanco y helado y está en Rusia, está en el frente de Leningrado». Los voluntarios españoles de la División Azul escribieron una página poco conocida del siglo XX, donde hasta 45 000 españoles, en varios relevos, combatieron junto al ejército alemán. Nos situamos en la Segunda Guerra Mundial, en el frente del este, en febrero de 1943. Los personajes de esta novela se ven aislados, y poco después su posición es destruida por el enemigo. La línea del frente se ha desplazado muy lejos de ellos y tienen que emprender una larga retirada. Deben combatir no solo al enemigo, sino al hambre y el frío y las disensiones entre ellos; las desigualdades sociales de la España de entonces se han trasladado hasta aquí. Julio es el oficial recién llegado y sin experiencia de combate, y tomará decisiones equivocadas que van a costar muchas vidas. Julio Quiroga fue el señorito en el cortijo allá en la patria, y Pedro Almeda fue jornalero suyo. p { margin-bottom: 0.25cm; line-height: 115%; background: transparent }a:link { color: #000080; so-language: zxx; text-decoration: underline }",https://ww3.lectulandia.com/book/morir-de-azul/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Ramon%20Penacoba/Morir%20de%20azul%20(1)/small.jpg
"Tiempo para amar, tiempo para morir",Erich Maria Remarque,Bélico; Drama; Novela,,"Ernst, un soldado alemán, con tres semanas de licencia, que procedía del frente oriental en los meses que siguieron al sitio de Stalingrado, sólo desea volver a su ciudad natal, a la que imaginaba libre de los horrores de una guerra de la que estaba cansado; sólo deseaba volver a la paz de su casa, para poder pensar y tratar de comprender. No podía imaginar cómo hallaría la ciudad, ni que encontraría a Elisabeth. En los escasos días que dura su licencia, Ernst y Elisabeth consiguen recrear la comunión, la alegría y los hábitos domésticos de un matrimonio. Y como todos los verdaderos amantes, logran establecer, entre el pasado muerto y el futuro indescifrable, un presente de éxtasis infinitó. Sin novedad en el frente —del mismo autor— es el relato de unos hombres que se hacen soldados. Tiempo para amar, tiempo para morir , el de unos soldados que vuelven a ser hombres.",https://ww3.lectulandia.com/book/tiempo-para-amar-tiempo-para-morir/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Erich%20Maria%20Remarque/Tiempo%20para%20amar%20tiempo%20para%20morir%20(12)/small.jpg
Flashman y los pieles rojas,George MacDonald Fraser,Aventuras; Bélico; Humor; Novela,Harry Flashman,"Continuación de «Flashman va al Oeste», esta nueva aventura del canalla más encantador del Imperio británico nos ofrece una original visión de uno de los grandes acontecimientos de la historia: la famosa batalla de Little Big Horn. El salvaje Oeste y la batalla de Little Big Horn es uno de los escenarios ideales para que un personaje como Flashman desarrolle sus mejores artes: el engaño, la traición, el juego sucio… En esta novela tiene ocasión de demostrar hasta qué extremos es capaz de llegar con tal de salvar el pellejo. Y la sátira que hace MacDonald Fraser tanto de los indios como de los soldados y políticos americanos no deja títere con cabeza. Flashman tiene el extravagante talento de encontrarse siempre en el lugar inadecuado en el momento más inoportuno, y en esta ocasión el ataque de Toro Sentado y sus secuaces le sorprende a medio camino entre las tropas del Séptimo de Caballería y las hordas de sus amigos pieles rojas. Cuando la situación parece más comprometida, el ingenio y la innata capacidad de Flashy para salvar el pellejo en el último momento da un giro inesperado a los acontecimientos.",https://ww3.lectulandia.com/book/flashman-y-los-pieles-rojas/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/George%20MacDonald%20Fraser/Flashman%20y%20los%20pieles%20rojas%20(9)/small.jpg
El galeón de Sint Maarten,Federico Supervielle Bergés,Aventuras; Bélico; Novela,El Albatros,"El tesoro más grande que esconden los mares ha aparecido. El único barco de guerra privado del mundo tendrá que protegerlo de una banda terrorista y una amalgama de actores en la que nada es lo que parece. La misión es demandante y Pablo necesitará lo mejor de cada uno de los suyos: un marino apartado del servicio, un veterano de operaciones especiales y un alocado piloto de helicópteros. Las tranquilas aguas caribeñas de San Martín serán testigo de la lucha a muerte por un tesoro de valor incalculable en la que buceadores, drones y el patrullero operarán al límite de sus capacidades. Ni siquiera los piratas habían amenazado la propia supervivencia del Albatros.",https://ww3.lectulandia.com/book/el-galeon-de-sint-maarten/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Federico%20Supervielle%20Berges/El%20galeon%20de%20Sint%20Maarten%20(3)/small.jpg
Tokyo Station,Martin Cruz Smith,Bélico; Intriga; Novela,,"Harry Niles, hijo de misioneros estadounidenses, ha vivido los años más decisivos de su vida en Japón. Conoce muy bien Oriente y Occidente y, desde muy joven, aprende que su posición de mediador entre dos culturas puede servirle para ganarse la vida. Confiando en su suerte consigue lo impensable en el Japón de antes del ataque a Pearl Harbor. La situación prebélica le obliga a tomar partido, aunque sólo él sabe de qué lado está.",https://ww3.lectulandia.com/book/tokyo-station/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Martin%20Cruz%20Smith/Tokyo%20Station%20(10)/small.jpg
El regreso,Erich Maria Remarque,Bélico; Novela,Trilogía de la Primera Guerra Mundial,"Cuando los libros de Erlch Maria Remarque fueron arrojados a la pira, en 1933, se hallaba entre ellos la novela titulada «El regreso». Por extrañas razones, estuvo agotada hasta mucho después de 1945, a pesar de que esta novela es ni más ni menos que la continuación de «Sin novedad en el frente». En efecto, la obra relata el camino de vuelta a casa, a la vida, a la patria, a la existencia civil, ese camino que hicieron, tras la derrota, miles y miles de personas hambrientas, cansadas, extenuadas, pero contentas de haber podido escapar del infierno.",https://ww3.lectulandia.com/book/el-regreso-erich-maria-remarque/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Erich%20Maria%20Remarque/El%20regreso%20(9)/small.jpg
El desertor,Siegfried Lenz,Bélico; Novela,,"Es el último verano de la guerra. El soldado Walter Proska es asignado a una unidad de la Wehrmacht destinada a asegurar una línea de tren en el frente oriental. Ocultos en un bosque, en medio del calor abrasador, desgastados por los ataques de los mosquitos, Proska y sus camaradas se ven sometidos a las órdenes del sargento al mando. Los soldados tratan de aislarse: uno entabla una batalla perdida contra un enorme lucio, otros pierden la cabeza y se abisman en la desesperación, otro se aficiona a abrazar los árboles y otro se hace amigo de una gallina. Y Proska empieza a hacerse preguntas: ¿Qué es más importante, el deber o la conciencia? ¿Quién es el verdadero enemigo? ¿Puede uno actuar sin ser culpable? Y, sobre todo, ¿dónde está Wanda, la partisana polaca que no se le va de la cabeza?",https://ww3.lectulandia.com/book/el-desertor-siegfried-lenz/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Siegfried%20Lenz/El%20desertor%20(3)/small.jpg
Alibi Club,Francine Mathews,Bélico; Intriga; Novela,,"El americano Stilwell ha muerto y el secreto que protegía pasa a ser custodiado por Sally, Joe, Memphis e Irene, que se jugarán la vida para ocultar un arma terrorífica de las codiciosas manos de los nazis que ocupan París… Épica y aun así íntima, es una mezcla sin fisuras de hechos reales y ficción basada en un episodio poco conocido de la guerra. Alibi Club es una obra se suspense compleja e implacable, escrita por una autora cuyo pasado en el mundo del espionaje le da una vida única. Es el local nocturno más infame de la ciudad, un caldo de cultivo en ebullición para los acuerdos turbios y el libertinaje. La muerte sórdida de Philip Stilwell tiene una onda expansiva tremenda en el Alibi Club… porque hay algo más en la prematura muerte de Stilwell que un simple juego sexual que se les ha ido de las manos. Su asesinato y el intento desesperado de evitar que un arma letal caiga en manos de los alemanes serán los cabos que acabarán urdiendo una trama complicada de traición, pasión y espionaje, relacionada con el Alibi Club… y el secreto más explosivo de la guerra. Mientras los alemanes marchan sobre París y la crisis continúa su escalada, cuatro personajes extraordinarios se ven arrastrados a un torbellino. Su valor cambiará el curso de la historia.",https://ww3.lectulandia.com/book/alibi-club/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Francine%20Mathews/Alibi%20Club%20(1)/small.jpg
El asedio de Troya,Theodor Kallifatides,Bélico; Novela; Otros,,"En este recuento perspicaz de La Ilíada, una joven maestra griega recurre al poder duradero del mito para ayudar a sus estudiantes a sobrellevar los terrores de la ocupación nazi. Las bombas caen sobre un pueblo griego durante la Segunda Guerra Mundial, y una maestra lleva a sus alumnos a una cueva para refugiarse. Allí les cuenta sobre otra guerra, cuando los griegos sitiaron a Troya. Día tras día, cuenta cómo los griegos sufren de sed, calor y nostalgia, y cómo se enfrentan los oponentes: ejército contra ejército, hombre contra hombre. Los cascos se cortan, las cabezas vuelan, la sangre fluye. Ahora son otros los que invaden Grecia, el ejército de la Alemania nazi. Pero los horrores son los mismos miles de años después. Theodor Kallifatides proporciona una notable visión psicológica en su versión moderna de La Ilíada, minimizando el papel de los dioses y profundizando en la mentalidad de sus héroes mortales. La epopeya de Homero cobra vida con una urgencia renovada que nos permite experimentar los eventos como si fueran de primera mano, y revela verdades eternas sobre la insensatez de la guerra y lo que significa ser humano.",https://ww3.lectulandia.com/book/el-asedio-de-troya/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Theodor%20Kallifatides/El%20asedio%20de%20Troya%20(3)/small.jpg
Las colinas de la ira,Leon Uris,Bélico; Novela,,"El escritor Mike Morrison llega a Grecia cuando se produce la invasión nazi. Enseguida se convierte en la presa de un complejo y peligroso juego de espionaje. Mike Morrison viaja a Grecia después de la muerte de su mujer. Su intención es cobrar una herencia y hacer el duelo de la pérdida. Pero los tiempos no se prestan al dolor individual. Se ha desatado la Segunda guerra mundial y las tropas alemanas invaden el país antes de que Morrison pueda salir. Enseguida se ve atrapado en un juego de caza del ratón donde intervienen la Gestapo, espías británicos y la resistencia griega. En un mundo de peligros y muerte, debe aprender rápidamente en quién confiar y a quien amar.",https://ww3.lectulandia.com/book/las-colinas-de-la-ira/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Leon%20Uris/Las%20colinas%20de%20la%20ira%20(10)/small.jpg
Mensaje de Nam,Danielle Steel,Bélico; Histórico; Novela; Romántico,,"El asesinato del presidente Kennedy y los acontecimientos subsiguientes irrumpen con violencia en la vida de Paxton Andrews, una joven de Georgia marcada por la trágica pérdida de sus seres más queridos: su padre, cuando apenas era una niña, y su novio Peter. La insoportable angustia que ha de sufrir tras la muerte de este, a los pocos días de llegar a su destino en Vietnam, la reafirma en su idea de viajar a aquel país para desarrollar su carrera como periodista y trata de comprender la desaparición de Peter. A partir de aquí su vida toma un nuevo rumbo; todas las cosas adquieren un nuevo sentido que transforma a aquella joven en una mujer adulta capaz de resistir los estragos más terribles de una guerra.",https://ww3.lectulandia.com/book/mensaje-de-nam/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Danielle%20Steel/Mensaje%20de%20Nam%20(63)/small.jpg
Años de guerra,Vasili Grossman,Bélico; Crónica; Historia; Novela,,"Vasili Grossman fue corresponsal de guerra en primera línea de fuego con el ejército soviético durante toda la Segunda Guerra Mundial. Nadie como el autor de la memorable novela Vida y destino supo plasmar el impresionante fresco de la batalla de Stalingrado, cuando la perla del Volga padeció la feroz ofensiva de los ejércitos alemanes, el avance inexorable de las tropas soviéticas hasta las puertas de Berlín o los horrores de Treblinka, de los que Grossman fue el primero en dar testimonio en una crónica que fue citada en el Tribunal de Núremberg. Grossman no fue un observador desapasionado de lo que él mismo llamaba «la verdad despiadada de la guerra». El ritmo trepidante de su pulso narrativo transporta al lector a los combates calle por calle, casa por casa, bajo un incesante fuego de artillería, y también a las historias humanas, a esos destellos de humanidad que perviven incluso bajo las bombas. Años de guerra reúne los textos de Vasili Grossman escritos durante la guerra: la magnífica novela El pueblo es inmortal , publicada por entregas durante el verano de 1942 y distinguida con el premio Stalin, el sobrecogedor relato «El viejo profesor» o sus crónicas desde el frente. Publicado íntegramente por vez primera en España, Años de guerra conforma un todo de un valor excepcional sobre uno de los escritores que mejor supo pulsar el rumbo de la historia contemporánea.",https://ww3.lectulandia.com/book/anos-de-guerra/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Vasili%20Grossman/Anos%20de%20guerra%20(8)/small.jpg
El fuego,Henri Barbusse,Bélico; Novela,,"El fuego , una de las novelas antibelicistas más notables de la historia de la literatura, es fruto de la experiencia personal del poeta, novelista y soldado de infantería en la Gran Guerra, Henri Barbusse. Galardonada con el Premio Goncourt, la novela obtuvo un gran éxito en su época, convirtiendo a su autor en un personaje de gran popularidad. El fuego , redactada con una brutalidad desconcertante, narra las vicisitudes de un grupo de soldados que soportan una guerra que no desean y que nada tienen que ganar con ella. Tras El fuego , la obra de Barbusse estuvo guiada por motivos políticos y sociales. Fundador del movimiento y la revista Clarté (Claridad), su nombre estuvo vinculado a los intelectuales que reclamaban el fin de las guerras en un mundo más justo: Anatole France, Léon Blum, Francis Careo, Romain Rolland, Jules Romains, etc. En 1923 se afilió al Partido Comunista francés. Bolchevique contumaz, estalinista convencido, murió en un hospital moscovita en agosto de 1935. Una enorme muchedumbre acudió a recibir y acompañar el cadáver hasta el cementerio parisino del Père Lachaise.",https://ww3.lectulandia.com/book/el-fuego-henri-barbusse/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Henri%20Barbusse/El%20fuego%20(5)/small.jpg
En la línea de fuego,James Brabazon,Bélico; Intriga; Novela,,"Oficialmente, Max McLean no existe. El Gobierno Británico niega conocer nada de lo que hace para protegernos. Pero Max está perdiendo la fe en sus jefes y ellos en él, así que le han dado una última oportunidad para demostrarles que sigue siendo el hombre que necesitan: tendrá que acudir a una instalación militar para reunirse con un antiguo camarada. Allí se encontrará al hombre más valiente que ha conocido encerrado por su propia seguridad. Su amigo perdió la cordura durante una operación en África Occidental, dominado por el pánico más aterrador y solo consigue murmurar una palabra: «vienen». En la búsqueda del porqué, Max llegará a Sierra Leona con las palabras de su amigo resonando en los oídos, y se embarcará en una arriesgada misión que le hará dudar de todo aquello en lo que siempre había creído. Reporteros de guerra, agentes infiltrados, fuego cruzado: un apasionante thriller sobre la vida en el frente.",https://ww3.lectulandia.com/book/en-la-linea-de-fuego/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/James%20Brabazon/En%20la%20linea%20de%20fuego%20(1)/small.jpg
El corsario del oro negro,Federico Supervielle Bergés,Aventuras; Bélico; Novela,El Albatros,"Un joven e impulsivo capitán. Un barco de guerra privado. Cómo proteger el transporte de crudo en unas aguas plagadas de piratas y bajo la amenaza del terrorismo yihadista. Robos, secuestros, asesinatos. Durante años, las aguas más peligrosas del mundo han sido las que bañan la costa del Golfo de Guinea. Cuando el país más rico de África quiere seguir vendiendo su crudo, solo una naviera se atreve a sacarlo de allí. Pero bajo una premisa: su propio barco de guerra protegerá la exportación. Absorto en su vida personal tras la victoria en Somalia, Pablo se ve arrastrado otra vez al Albatros, donde le espera una trama más oscura y frenética si cabe. Piratas, terroristas y un gobierno que no los quiere allí son solo algunos de los obstáculos que tendrá que vencer mientras busca venganza por las humillaciones del pasado.",https://ww3.lectulandia.com/book/el-corsario-del-oro-negro/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Federico%20Supervielle%20Berges/El%20corsario%20del%20oro%20negro%20(1)/small.jpg
El Albatros y los piratas de Galguduud,Federico Supervielle Bergés,Aventuras; Bélico; Novela,El Albatros,"Los campamentos piratas que salpican la costa de Somalia amenazan con secuestrar cualquier barco que se les acerque pero los países desarrollados no parecen capaces de hacer frente al problema. La industria energética mundial está al borde del colapso. ¿Podrá un hombre de negocios enfrentarse a los piratas? ¿Será capaz el fallido estado somalí de controlar su propia costa? Un joven marino gaditano, huyendo de sus pesadillas personales, es elegido para acabar con los enemigos del magnate, pero ni siquiera el Índico está lo suficientemente lejos de su pasado. A medida que se desarrollan los acontecimientos, se intuye una trama más compleja detrás de los ataques. Sin darse cuenta, Pablo se ve arrastrado al centro de una conspiración internacional en la que solo contará con la ayuda de su dotación y su barco: el Albatros.",https://ww3.lectulandia.com/book/el-albatros-y-los-piratas-de-galguduud/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Federico%20Supervielle%20Berges/El%20Albatros%20y%20los%20piratas%20de%20Galguduud%20(2)/small.jpg
El baile de las marionetas,Mercedes Guerrero,Aventuras; Bélico; Histórico; Novela,,"Una historia de amistad, de supervivencia, de personajes entrañables, de lealtades inquebrantables, amores imposibles y traiciones imperdonables. Afganistán, 2004. La doctora Edith Lombard, de Médicos Sin Fronteras, hace guardia en un hospital de Kabul. Al atender a una joven en quirófano advierte en su cuello algo que atrae su atención: un collar del que cuelga una perla de ámbar. Una perla que Edith reconoce enseguida, pues fue robada en su casa de Quebec dieciocho años antes, en un atraco en el que su madre falleció de un disparo. Una perla de la que su padre, Édouard Lombard, había contado que perteneció a la famosa Cámara de Ámbar de San Petersburgo, desparecida durante la II Guerra Mundial. Bilbao, 1937. Del puerto de Santurce está a punto de zarpar el Habana , que llevará a más de cuatro mil niños hasta la Unión Soviética, huyendo de la guerra civil que ahogaba el país. Allí, su historia, la historia de unos exiliados utilizados como marionetas por el gobierno de Stalin, se hilvanará con la de la perla de ámbar en un viaje de setenta años que desempolvará recuerdos que nadie quería que viesen la luz.",https://ww3.lectulandia.com/book/el-baile-de-las-marionetas/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Mercedes%20Guerrero/El%20baile%20de%20las%20marionetas%20(5)/small.jpg
Eran diez,Heinz G. Konsalik,Bélico; Intriga; Novela,,"Diez comandos alemanes reciben la orden de eliminar a Stalin. Se les da pasaportes, profesiones, nombres rusos y una historia rusa. Diez vidas nuevas que han de poner en juego de inmediato. Una noche, los lanzan en paracaídas sobre Moscú. Para cuatro de ellos, la aventura no dura más que unos pocos días. Su muerte alarma al sistema de información soviético. Los rusos averiguan cuál es el objetivo de la operación, pero no logran llegar a saber cuántos comandos hay involucrados. En ese momento, el general Radowski tiene una ocurrencia genial… Esta fascinante novela de guerra está basada en hechos extraídos de los archivos de la Wehrmacht alemana.",https://ww3.lectulandia.com/book/eran-diez/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Heinz%20G%20Konsalik/Eran%20diez%20(7)/small.jpg
Exocet,Jack Higgins,Bélico; Intriga; Novela,Tony Villiers,"La llamada guerra de las Malvinas en las australes aguas del Atlántico, sirvió, al menos, para demostrar que el peligro de las armas modernas, las consignas ultrasecretas de la telefonía, el entrecruce de los espías y las batallas navales supertecnificadas, no eran el resultado de unos imaginativos novelistas que, durante mucho tiempo, habían significado sus peligros en historias de ficción, plenas de aventuras. La trayectoria de aquel torpedo llamado Exocet, partiendo la cubierta de un acorazado en alta mar, dejó atónito al mundo entero que asistió a aquella escaramuza, con la ansiedad con que se sigue el avance de una gigantesca producción cinematográfica. En esta novela Jack Higgins regresa al episodio, bordando nuevamente las sutiles intrigas que pudieron intervenir en el desarrollo de aquel fugaz acontecimiento. Con la misma rapidez que se precipitaron los hechos, el relato nos sumerge en las peripecias que debe vivir el servicio de espionaje británico para neutralizar en Europa, los contactos múltiples del gobierno militar argentino, en su búsqueda de asistencia armamentista para el sostenimiento de la guerra con el Reino Unido. Cuando los emisarios del Cono Sur tocan a las puertas de sus habituales abastecedores, ya el servicio secreto inglés se ha puesto en marcha para desmantelar aquellas pretensiones. Una hermosa mujer es la renovada versión de Mata Hari, cuyos encantos deben servir para liquidar el peligro. Su ex marido, el mayor Tony Villiers, es simultáneamente el jefe de la operación, con poderes generales para adoptar decisiones, inclusive, políticas. Gabrielle, sigue las instrucciones de éste, pero surge el escollo de los sentimientos, nunca previstos ni siquiera en una novela. El andamiaje montado meticulosamente por el mayor Villiers amenaza con caer por tierra. Las lealtades se tambalean, el Imperio Británico es un corazón anhelante. La guerra prosigue, pero su desenlace queda aplazado, momentáneamente.",https://ww3.lectulandia.com/book/exocet/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Jack%20Higgins/Exocet%20(7)/small.jpg
